用户,星级,评论
匿名用户,5.0,我们15人，老老小小吃的开开心心，小狗冰淇淋，麻辣小龙虾，水库大头鱼，10多斤超好吃，鱼头越大越好吃，卷子特别好吃，院子里小羊好玩，女朋友可喜欢了，下面是女友拍的，大家喜欢吗？座位宽敞，适合人多的朋友吃饭饭哦，人多性价比很高，我们人均不到80，我觉得很便宜 #灶台鱼# #水库胖头鱼# #摊柴鸡蛋# #炸河虾# #网红冰淇淋小狗# #小龙虾#
qjm1109,3.0,还可以，老板娘热情，菜品口味不错
QEl671257550,1.0,问服务员我这鱼有多重，告诉我不知道，不清楚也真是醉了。
nIm703637517,2.0,大老远去的   味道一般  没吃出鲜的味道
ADv763168530,2.0,不要吃198元套餐，三个凉菜很一般，鱼注意不是灶台鱼，用冻鱼片做得，酸菜鱼味道腥，鱼肉也不劲道。外点了一个炒鸡蛋和一盘卷子卷子味道发酸，感觉面发过了的味道。还有一份冰激凌，网上下单，一共300出头，感觉跑这么远看网上评论来吃的，吃得特别不爽，很奇怪他家高评价从哪来的。总而言之，吃了这么多顿饭来最失望的一次！不会来第二次！
yjshenglong,5.0,口味很好，女友不吃辣，所以我们选的酱香味，店老板很热情。水库鱼，自己在鱼池选，活鱼，师傅在你面前处理活鱼，很新鲜。豆腐很嫩，和鱼一锅，绝配！店很好找，在路边可以看见招牌，店前有院，能停车，有摇椅，可以稍作休息娱乐。 #灶台鱼# #粘卷子# #宽粉# #野生鲤鱼#
yTp620007883,5.0,大老远100多公里驱车周围环境好  老板好客  服务热情  店内环境好贴近自然  俩人要了一条4斤多的大胖头  老板还送了自家的草莓🍓和青菜  锅底飘香  炖出来的鱼入味  一点也没浪费  有图有真相  下次一定还带朋友来  人均不到百元  值得再次光临 #水库胖头鱼# #灶台鱼# #贴饼子# #土豆片#
YQL972958221,5.0,环境很好、老板人也热情周到，就在水库不远的地方，人还没到就已经给做好了，到了就能吃，而且比较实惠，上菜也很快，菜团子、贴饼子味道相当的好。同事来吃的，下次带家人一起过来，吃完饭再玩玩。走了，天气好，心情好、吃的好.........
匿名用户,2.0,老板人还不错的 服务一般 价位偏高 一份拍黄瓜要小30块钱 两个人用完券还花了200多
QWG713146692,5.0,味道特别好，尤其是面点，特别好吃😋
ly821017,3.0,还不错，小葱豆腐很好吃。。。。。
GKS908525225,5.0,灶台鱼味道鲜香，涮菜新鲜，环境也很棒，网红小狗孩子喜欢，吃密云水库鱼不错的选择。
zhangman0527,5.0,不错很好
匿名用户,5.0,
匿名用户,5.0,
lEn450700003,5.0,
tnl650019961,5.0,
pangkai19910928,5.0,
匿名用户,5.0,
散歩的鱼,5.0,
玩世不恭范儿,5.0,
用户,星级,评论
用户,星级,评论
用户,星级,评论
用户,星级,评论
用户,星级,评论
用户,星级,评论
用户,星级,评论
用户,星级,评论
用户,星级,评论
用户,星级,评论
用户,星级,评论
用户,星级,评论
用户,星级,评论
用户,星级,评论
用户,星级,评论
用户,星级,评论
用户,星级,评论
用户,星级,评论
用户,星级,评论
用户,星级,评论
用户,星级,评论
用户,星级,评论
用户,星级,评论
用户,星级,评论
用户,星级,评论
