用户,星级,评论
ygf729388381,5.0,甜的太腻，其他的都不错，价格感觉偏高
周梦瑶馋猫,5.0,老顾客了 每个月都回去一次 特别推荐牛肉 特别的嫩我家孩子非常喜欢
ivt464721241,5.0,味道好就是价格偏高 四个人吃了九百多
uibehunter,4.0,腰花不推荐，味道重、炸酱面不错，
大志爸爸66,3.0,"环境不错，服务可以，位置很显眼，住在附近比较好找，中午吃的人流量不是很高，不过建议可以多搞些活动，只有烤鸭优惠还是很单薄。
环境不错，服务可以，位置很显眼，住在附近比较好找，中午吃的人流量不是很高，不过建议可以多搞些活动，只有烤鸭优惠还是很单薄"
纳兰容若大军,2.0,麻豆腐半个北京城属最难吃的。芦笋口蘑，芦笋不新鲜，没卖相。炸酱面，冰的！不会再来，更不会推荐朋友。
jcU375213540,2.0,烤鸭还可以，不过价位不低，6人话费600多，不包括酒水，服务和消费不成比例，仁者见仁智者见智
LG7015,5.0,"在京味斋订了包间，今天过来体验
先说环境吧，装修风格很有老北京的特色。
拍的照片就可以看到，古色古香。
烤鸭味道不错，点的牡丹烤鸭，还有优惠，非常棒
服务员小何态度非常好，热情周到。非常感谢。服务真的越来越好。一直选择京味斋。"
匿名用户,5.0,在美团买了169套餐有1只大烤鸭，分3盘上比1只烤乳鸭划算，1个人吃刚好，另外再吃自制乳酪12元，湿毛巾收3元
春之心景,5.0,味道非常不错，物有所值，特别是讲解烤鸭吃法的服务员，耐心细致，服务周到。赞👍
mag234225125,5.0,好好好就是一个好好。味道好环境好服务好！
Yiu123263745,4.0,味道赞
Yiu123263745,5.0,味道赞
小晗112,5.0,非常不错的哦，饭后还赠送了甜品，一家人吃的很开心。每次都会带家里人来这里吃饭，服务热情周到，菜品味道鲜美。
Waveletk,3.0,可能不太符合云南人的口味，感觉很一般
Waveletk,4.0,不太符合云南人的口味，偏甜
iJV879646243,4.0,菜色香味俱佳，环境优雅，爱吃的烤鸭！
网络usa,3.0,啥都可以，就是服务员真心不咋滴，尤其收银那个女的，不是我自己觉得她不咋地吧！店长媳妇还是小姨子啊！牛逼大了吧！就冲她那样，不会再去啊！
小晗112,5.0,小哥哥服务热情，烤鸭口感非常棒，非常值得推荐。
傻2傻2,5.0,家里开客人一起尝尝北京味道。烤鸭挺棒的。其他菜可能大家吃不惯，味道其实也不错
dpP760738073,2.0,上菜慢啊，服务也不是特别好，就那么回事吧
zhangjw128,4.0,服务还是不错的，人多，烤鸭好吃
匿名用户,3.0,还不错，挺好吃的，就是量少，量少，量少
MaximZY,2.0,花了不少钱，感觉没吃饱，帝都的消费还是高啊，菜味道还可以，鸭子有点小，还挺肥，总体来说一般
yBj292189179,5.0,味道超级赞，包装也很细心，还有加热包，避免凉了可以加热吃。
傻2傻2,4.0,带亲戚体验北京菜，味道是不错的，烤鸭也很棒。
WJWWJWWJWWJW,5.0,今天请朋友来京味斋奥体店吃饭，提前订啦位置在二楼包间乐道堂，包间环境很好坐着舒服宽敞，空调效果也好不冷不热的，上菜速度很快，菜量标准[咖啡]点啦他们家的国宴牡丹烤鸭，一朵牡丹花，一个美女说啦祝福话，牡丹花开富贵吉祥，十全十美六六大顺，女孩的服务态度很好，帮我们把吃烤鸭的饼撕开吃起来方便些，牡丹烤鸭可以团购原价208大众点评上团购的169👍 不错的一家北京菜生意挺火的，看着一楼还有排队呢，菜品口味服务态度环境都不错，五星好评[西瓜][啤酒]
bzf4861626,1.0,吃了很久的卤煮火烧了 今个第一次赶上铜锅卤煮火烧锅是热的汤和菜底是凉的……而且还吃出了鸡骨头…
唐山晨晨,5.0,还可以
请叫我柯仔,4.0,很好吃，两个人吃半只鸭感觉很棒
宝宝hua123,4.0,来北京三天，来这里吃了三天烤鸭。第一天点了半只，今天是一整只，要知道我们只是标准的小猪佩奇的家庭，够实力吧?只是因为太好吃了，姑娘吃不够呀！当然还品尝了别的菜，譬如海鲜茄子煲，羊肉，大虾什么的，都特别好吃。而且服务也特别好，一个漂亮的小姑娘，贴心又细心，给我的小宝特别拿围裙，拿婴儿碗，送给我们厨师特制的土豆泥，灰常灰常好吃！一个帅小伙因为上菜慢了，主动让我把茄子煲半价，其实我没有想怪他或者厨师，今天店里人实在太多了；还有一位小哥哥，帮我们示范了两种烤鸭的吃法，纠正了我这么多年的粗暴吃法，涨见识了……今天真的太开心了，每一位服务人员都特别热心，细心，让我这个外地游客感动感动！感谢你们的服务！超赞超赞！祝老板事业兴隆！
Ole345592102,5.0,环境挺好的，味道不错，很有韵味，古色古香
bDA975874064,5.0,奔着烤鸭去的，果真没有失望，点了几个菜都很好吃，服务员小哥也超贴心～ #国宴牡丹烤鸭# #京八件# #金牌赛螃蟹# #砂锅手撕包菜#
zeP725894062,4.0,这家菜馆就在家门口，经常来这里用餐，孩子放假过来、朋友聚会都非常不错的选择。
NCG929326698,3.0,有演出，装修有特色，总体比较满意
IxM521376524,4.0,味道不错，环境氛围挺好，服务到位，等待了二十分钟
ndU822514411,1.0,味道比以前难吃多了，现在都不用心做了
yyhhbjqh,3.0,味道还行，家门口，经常去，不算便宜，人很多！！
yyhhbjqh,3.0,量少，味道还行，经常去，因为离家近！！
abclively,4.0,味道可以，价格小贵
莫8052,5.0,菜品口味不错，京味浓，价格实惠，服务也很到位，赞一个
cDO555739204,5.0,好吃不贵，环境好，帅哥服务生态度好，非常棒！
老醋加汤,3.0,一般般吧，京味斋的东西一般都有点酱稠的感觉。
匿名用户,4.0,烤鸭绝对好吃，来了必点。就是蘸料有点少，上次是在亚运村吃的，这次椒盐的鸭架没有亚运村弄的好吃。梨汤很不错，蔬菜品，口味都不错！
nDc997678142,2.0,😝😝😝😝😝😝😝😝😝😝😝😝
nDc997678142,2.0,😝😝😝😝😝😝😝😝😝😝😝
nDc997678142,2.0,😝😝😝😝😝😝😝😝😝😝
钢笔小童鞋,5.0,烤鸭味道很不错，刚到北京第一天玩得很疲惫，晚上来搓了一顿烤鸭，这儿店员很热情，小姐姐亲自过来帮包了烤鸭，就餐期间帮忙加酱料和一些小问候等等，能感觉到很有氛围，很棒。
VxL891136352,5.0,环境好，味道不错，服务特棒，还有曲儿听！
CUd749335358,4.0,烤鸭确实不错，不油腻，孩子也很喜欢吃，菜品也不错。
匿名用户,4.0,好吃，可口，还有许多老北京特色小吃味道纯正
青岛青柠檬,3.0,烤鸭好吃，炸酱面太难吃，炸酱面都坨啦，味道很难吃
obN97651150,4.0,鸭子🦆还是非常可以😊不过好像都差不多！
dKd478844792,5.0,味道很好，尤其是羊肉，很好吃，烤鸭也不错，爆肚口感也不错
IM0478,4.0,鸭子味道更正，回头还会去的啊啊
sasa9451,3.0,烤鸭摆盘挺漂亮，说实话味道一般，跟我在上海吃的没差什么，每道菜胜在看起来精致，服务员还算热情，店内有监控，直接可直接看到后厨。店内生意挺火的，下午5点半去的，就已经满座了，可能都是跟我们一样看美团评价去的吧！
匿名用户,2.0,"【环境】古香古色还不错
【服务】一般，也可能是人多的原因总是要个东西等很久"
oNp781935905,4.0,四个人管够，送了一份粑粑！！
comeback484,5.0,菜品不错，烤鸭很好吃，赵丹丹店长人很nice
yyhhbjqh,2.0,量少，味儿还不错，家近，所以常去！
匿名用户,5.0,服务好，吃了很多老北京的特色菜，不错。
匿名用户,5.0, #国宴牡丹烤鸭# #金牌干炸丸子# #炸酱面# #贝勒爷烤肉# #爆三样#
匿名用户,5.0,服务好，吃了很多老北京特色菜，不错。
匿名用户,5.0,服务好，吃了很多老北京特色菜，不错。
匿名用户,5.0,服务好，吃了很多老北京特色菜，不错。
天然呆2954,2.0,味道一般般。。太油腻。不适合湖南省
久伴125809,5.0,回到北京跟爸妈想一起吃饭，爸爸说家附近有一个京味斋，味道不错，然后跟全家人一起出发，到了京味斋，炸灌肠必不可点的一道北京小吃，沾着蒜汁吃，非常奈斯，素菜点的白灼秋葵，味道不错，贝勒爷烤肉，我说实话一般吧，但是爸爸爱吃，最最重头戏的一个也是最后登场的，大黄鱼，哇塞真的是绝了，真的是好吃到爆炸，我现在人在外地但是我的心早已经飞回到那天大黄鱼身上了，回家一定还去吃
匿名用户,4.0, #金牌干炸丸子# #京烧羊肉# #太后赛螃蟹# #那府凉拌菜#
xiy437162113,5.0,烤鸭非常棒，外焦里嫩！
wjw2005,4.0,环境不错，烤鸭有特色，口味独特，晚餐吃的很好。
IbC90130186,5.0,烤鸭配卷饼唇齿留香，国宴牡丹烤鸭既美又好吃，大师做观赏性极强，那府十样菜与烤鸭也是绝配的，宫廷四样口感也是不错的，环境京味儿十足，服务态度特别好，尤其是一位四星姓王的服务员服务态度质量品质给满分，悄悄地说老板你的眼观不错哦，这样的服务配得上京味斋👍👍，大概是五点左右过去的没有需要等位。整个体验就是满意，很满意，非常满意。下次打算带爸爸妈妈婆婆公公一起来。👏👏 #国宴牡丹烤鸭# #宫廷四点# #那府凉拌菜# #杏仁豆腐#
zhouyh23,4.0,亲戚来京，尝尝北京风味儿还行！
qdi2004,5.0,菜都很棒！服务员热情，周到！
匿名用户,5.0, #国宴牡丹烤鸭#
匿名用户,5.0, #国宴牡丹烤鸭#
trY611123889,3.0,服务意思差，服务员爱搭不理，干餐饮这个服务很重要
匿名用户,5.0,第一次吃烙饼卷带鱼，新颖。炖萝卜很入味。最喜欢还是乾隆白菜，每次必点的。豌豆尖汤清爽。总之，每一次光顾京味斋都没有让人失望过。👍 #国宴牡丹烤鸭# #老城酥带鱼卷饼# #状元葱花饼# #葱爆海参# #招牌酥皮虾#
cjw430526808,4.0,菜品不错，环境优雅，服务到位，就是点的菜服务员忘了一个！只好退了！
cjw430526808,4.0,烤鸭不错，菜品干净卫生，店内环境不错！
一剑飘香1993,3.0,北京烤鸭名不虚传，就是等了一会，北京小吃真的重口，体验到了！
揽你入胜,5.0,我们的产品质量监督管理委员会负责管理部门
Vnl871613685,4.0, #国宴牡丹烤鸭# #京城头一腰#
DJk200481910,5.0,物美价廉，服务态度好！想省事的朋友值得一试！
nDc997678142,3.0,除了价格贵点儿，其他都还可以，服务也不错，常来。
nDc997678142,3.0,除了价格贵点，其他还可以👵👵
nDc997678142,3.0,👌👌👌👌👌👌👌👌👌👌
nDc997678142,3.0,👵👵👵👵👵👵👵👵👵👵👵👵
nDc997678142,3.0,😄😄😄😄😄😄😄😄😄😄😄😄
瓜大哥哥,5.0,"服务很棒。烤鸭不错。服务的姑娘、小伙子都非常好。
【口味】烤鸭和凉菜都很好，炒牛肉也很棒。整体菜品质量不错。
【环境】装修的风格蛮好，不错
【服务】热情
【等位】不需要等位置 #国宴牡丹烤鸭# #糖油饼# #橄榄油果蔬大拌菜#"
匿名用户,3.0,烤鸭味道很好，上菜有些慢，只是千万别点半只，因为所谓半只其实只是四分之一，对于量少这件事完全无语
zhouyh23,4.0,老北京风味儿，招待外地亲戚朋友尝尝没问题
sophie.rabbit,4.0,点了个狮子头 送过来之后服务员告知超过了半小时 给我们半价 后来又加送了一份糕点 还是挺惊喜的～
m饺o子m,4.0,略贵，味道还不错_(:з」∠)__(:з」∠)__(:з」∠)_
ugo311207835,3.0,喜欢不错了下回去北京还会去的。
Nmg247237831,5.0,"上菜快，味道好，服务员态度很好，店内装修也很温馨，新朋好友用餐是个好地方！
【口味】好
【环境】好
【服务】好"
张宇佳440,5.0,味道非常好，很地道正宗的北京烤鸭，美食中的国粹
Pjx833943502,3.0,本地菜、老佛爷的御用点心京八件还不错 #国宴牡丹烤鸭#
QMx704232808,3.0,烤鸭很地道，但是豆汁儿到味道确实接受不了，没吃过的可以尝试一下，很难忘的感觉
M拿猫咪擦嘴,5.0,好吃
M拿猫咪擦嘴,5.0,好吃
M拿猫咪擦嘴,5.0,好吃
M拿猫咪擦嘴,5.0,好吃
uBu577152973,4.0,"今天晚上要回成都了，9点的飞机但是还是过来来吃了个烤鸭😊，说重点：服务非常棒！烤鸭味道很不错，不负所望。
   在大成都吃过很多次烤鸭，但是总想念当年便宜坊的烤鸭的味道，可是看了美团后评价以及顾客发图，发现它早已没落，味道已经变了，比较了很多家但是最后还是选择京味斋。

   再说环境，京味十足还不错，但是最大的
感受是服务好！打包带走的一小份，服务员还特意送我烤鸭小料，中途我吃到一半看到我酱快用完了，贴心的给我加了一份，各种细节照顾的非常周到，非常满意的一次用餐。没怎么等位，整个用餐很舒服😊，而且服务员超级有耐心，点赞！！！餐前零食也很好吃。"
匿名用户,5.0,好吃.服务很周到！！！！！！！
匿名用户,2.0,我们是看了美团评价后决定去的，因为时间是下午两点多故在去的路上问好没有闭餐时间才来的。但是到了后告诉我们闭餐了，因为有老人找了领班总算吃上了。不知为何我们吃的鸭子没骨头。笋和口蘑还可以。红烧肉不太入味。大拌菜有点大。
